Course	Room	Teacher	Time	Students
001843	PK229	0056992	3	3463768 3480868 3481664 3485912 3560256 3580326 3596713 3690020 3694318 3694432 3764208 3579143 3581081 3483640 3689375 3470846 3652273 3817962 3481862 3576403 3576542 3797594 
001843	PK229	0056992	1	3463768 3480868 3481664 3485912 3560256 3580326 3596713 3690020 3694318 3694432 3764208 3579143 3581081 3483640 3689375 3470846 3652273 3817962 3481862 3576403 3576542 3797594 
001843	PK229	0056992	49	3463768 3480868 3481664 3485912 3560256 3580326 3596713 3690020 3694318 3694432 3764208 3579143 3581081 3483640 3689375 3470846 3652273 3817962 3481862 3576403 3576542 3797594 
007128	DAL6	0162976	203	3464638 3464855 3465327 3469560 3481562 3481607 3691361 3452988 3482264 3484334 3487266 3474207 3482194 3483385 3478691 3467199 3478951 3486501 3487261 3483085 3474598 3768686 3485803 3576359 
007128	DAL6	0162976	4	3464638 3464855 3465327 3469560 3481562 3481607 3691361 3452988 3482264 3484334 3487266 3474207 3482194 3483385 3478691 3467199 3478951 3486501 3487261 3483085 3474598 3768686 3485803 3576359 
004377	TAYSEM	0847593	116	3464666 3561026 3576360 3576626 3668881 
004377	TAYSEM	0847593	117	3464666 3561026 3576360 3576626 3668881 
007040	DAL25	0162976	75	3464855 3581249 3666520 3692849 3694318 3484752 3560199 3518231 3695345 3467199 3478951 3498772 3581981 3576336 3576352 3576362 3576387 3576469 3576527 3576577 3910744 
007040	DAL25	0162976	2	3464855 3581249 3666520 3692849 3694318 3484752 3560199 3518231 3695345 3467199 3478951 3498772 3581981 3576336 3576352 3576362 3576387 3576469 3576527 3576577 3910744 
014993	DAL300	3195964	201	3464855 3478713 3481607 3558739 3568950 3577795 3580211 3581249 3652396 3655393 3668366 3692771 3695529 3452988 3484334 3581098 3576248 3559624 3560199 3478691 3652339 3602435 3642332 3464848 3694012 3581851 3576364 3576391 3576575 3576633 3662757 3668763 3668788 3669033 3797659 3797772 3797824 3797859 3910769 
014993	DAL300	3195964	202	3464855 3478713 3481607 3558739 3568950 3577795 3580211 3581249 3652396 3655393 3668366 3692771 3695529 3452988 3484334 3581098 3576248 3559624 3560199 3478691 3652339 3602435 3642332 3464848 3694012 3581851 3576364 3576391 3576575 3576633 3662757 3668763 3668788 3669033 3797659 3797772 3797824 3797859 3910769 
005157	CARP25	3555100	3	3463560 3465036 3497948 3581389 3581907 3608602 3667654 3481203 3486623 3560511 3819196 3712286 3473086 3679221 3447322 3667311 3557478 3668941 3797710 
005157	CARP25	3555100	1	3463560 3465036 3497948 3581389 3581907 3608602 3667654 3481203 3486623 3560511 3819196 3712286 3473086 3679221 3447322 3667311 3557478 3668941 3797710 
005723	TAYE	3648007	114	3465050 3559225 3655428 3668538 3821162 3774021 3819196 3822122 3789507 3773692 3797192 3819304 3821016 3694415 3695145 3816708 3819542 3819676 3576430 3576480 3910510 3910580 3910588 3910590 3910617 3910646 3910653 3910659 3910718 3870878 3910698 
005723	TAYE	3648007	9	3465050 3559225 3655428 3668538 3821162 3774021 3819196 3822122 3789507 3773692 3797192 3819304 3821016 3694415 3695145 3816708 3819542 3819676 3576430 3576480 3910510 3910580 3910588 3910590 3910617 3910646 3910653 3910659 3910718 3870878 3910698 
002713	RCCON	0468281	114	3465181 3465442 3480937 3483567 3487732 3480150 3462237 3478419 3576434 3576504 3576510 3576571 3576579 
002713	RCCON	0468281	9	3465181 3465442 3480937 3483567 3487732 3480150 3462237 3478419 3576434 3576504 3576510 3576571 3576579 
003444	EHIII	3818518	117	3465442 3575898 3652473 3694813 3819628 3480734 3551641 3667404 3619323 3665045 3580340 3796237 3485816 
003444	EHIII	3818518	200	3465442 3575898 3652473 3694813 3819628 3480734 3551641 3667404 3619323 3665045 3580340 3796237 3485816 
013170	EHLEC	3092941	74	3465181 3465442 3484746 3544254 3629970 3667654 3689402 3485774 3815902 3821088 3578191 3768555 3551641 3464306 3665045 3480810 3485327 3487505 3488858 3480382 3576230 3790792 3478102 3464396 3910569 3931398 
013170	EHLEC	3092941	4	3465181 3465442 3484746 3544254 3629970 3667654 3689402 3485774 3815902 3821088 3578191 3768555 3551641 3464306 3665045 3480810 3485327 3487505 3488858 3480382 3576230 3790792 3478102 3464396 3910569 3931398 
015011	TH118	0138190	115	3465442 3559963 3820729 3474409 3575266 3797764 
015011	TH118	0138190	116	3465442 3559963 3820729 3474409 3575266 3797764 
004290	PK200	3818521	117	3466014 3468070 3474140 3477824 3456089 3469520 3477576 3482144 3632720 3581220 3631042 3458061 3576365 3576425 3627845 3668767 3797728 
004290	PK200	3818521	201	3466014 3468070 3474140 3477824 3456089 3469520 3477576 3482144 3632720 3581220 3631042 3458061 3576365 3576425 3627845 3668767 3797728 
011865	PK200	3818521	200	3466014 3468070 3474140 3491953 3651439 3694039 3581220 3576365 3576423 3576446 3576483 3576531 3576555 3576623 
011865	PK200	3818521	202	3466014 3468070 3474140 3491953 3651439 3694039 3581220 3576365 3576423 3576446 3576483 3576531 3576555 3576623 
002178	PK264	0180723	114	3466364 3477824 3480710 3481419 3582040 3581605 3574543 3487087 
002178	PK264	0180723	9	3466364 3477824 3480710 3481419 3582040 3581605 3574543 3487087 
002178	PK264	0180723	115	3466364 3477824 3480710 3481419 3582040 3581605 3574543 3487087 
012326	BYC106	3420576	115	3467452 3510665 3578036 3485028 3464398 3690800 3480423 3483467 3465245 3466962 3464306 3823113 3581851 3910517 
012326	BYC106	3420576	116	3467452 3510665 3578036 3485028 3464398 3690800 3480423 3483467 3465245 3466962 3464306 3823113 3581851 3910517 
014204	TAYF	3420576	4	3467452 3559476 3580248 3652396 3691140 3692285 3695784 3764157 3816549 3819177 3820729 3821006 3816483 3483977 3674492 3764207 3821886 3480791 3693433 3619323 3663306 3691616 3821269 3678350 3821571 3689931 3690845 3768458 3790492 3576546 3797653 3797784 3910762 
014204	TAYF	3420576	77	3467452 3559476 3580248 3652396 3691140 3692285 3695784 3764157 3816549 3819177 3820729 3821006 3816483 3483977 3674492 3764207 3821886 3480791 3693433 3619323 3663306 3691616 3821269 3678350 3821571 3689931 3690845 3768458 3790492 3576546 3797653 3797784 3910762 
004282	PK200	1165566	115	3468070 3651439 3456089 3694039 3581220 3694810 3631042 3458061 3576444 3576623 3627845 3633806 3668767 3797728 
004282	PK200	1165566	116	3468070 3651439 3456089 3694039 3581220 3694810 3631042 3458061 3576444 3576623 3627845 3633806 3668767 3797728 
004285	PK25	0802802	202	3469119 3476908 3479085 3559900 3651293 3477576 3481798 3487093 3485361 3576231 3486141 3618222 3632720 3480791 3551641 3580159 3678357 3505185 3580407 3485504 3603544 3668842 3684090 3797709 3797744 3797768 3910481 3910605 3910763 
004285	PK25	0802802	203	3469119 3476908 3479085 3559900 3651293 3477576 3481798 3487093 3485361 3576231 3486141 3618222 3632720 3480791 3551641 3580159 3678357 3505185 3580407 3485504 3603544 3668842 3684090 3797709 3797744 3797768 3910481 3910605 3910763 
013191	BYC127	0492451	117	3469560 3476930 3524963 3559900 3560373 3578240 3693473 3479311 3558800 3502893 3465245 3481557 3480264 3486311 3503630 3595071 3693433 3797564 3486777 3576399 3576477 3797814 
013191	BYC127	0492451	201	3469560 3476930 3524963 3559900 3560373 3578240 3693473 3479311 3558800 3502893 3465245 3481557 3480264 3486311 3503630 3595071 3693433 3797564 3486777 3576399 3576477 3797814 
015243	BYC106	0031631	114	3469560 3476930 3560373 3693473 3479311 3558800 3502893 3481557 3480264 3486311 3503630 3595071 3693433 3797564 3797814 
015243	BYC106	0031631	9	3469560 3476930 3560373 3693473 3479311 3558800 3502893 3481557 3480264 3486311 3503630 3595071 3693433 3797564 3797814 
015243	BYC106	0031631	115	3469560 3476930 3560373 3693473 3479311 3558800 3502893 3481557 3480264 3486311 3503630 3595071 3693433 3797564 3797814 
015244	TH104	1167978	116	3469560 3476930 3560373 3693473 3479311 3558800 3502893 3481557 3480264 3486311 3503630 3595071 3693433 3797564 3797814 
015244	TH104	1167978	200	3469560 3476930 3560373 3693473 3479311 3558800 3502893 3481557 3480264 3486311 3503630 3595071 3693433 3797564 3797814 
002163	PK229	3415849	116	3471447 3471450 3516634 3521265 3559302 3561074 3580251 3580269 3505157 3581996 3650578 3581605 3577187 3579723 3559149 3574543 3574558 3668829 
002163	PK229	3415849	117	3471447 3471450 3516634 3521265 3559302 3561074 3580251 3580269 3505157 3581996 3650578 3581605 3577187 3579723 3559149 3574543 3574558 3668829 
002163	PK229	3415849	200	3471447 3471450 3516634 3521265 3559302 3561074 3580251 3580269 3505157 3581996 3650578 3581605 3577187 3579723 3559149 3574543 3574558 3668829 
002166	PK25	0428815	3	3471447 3471450 3516634 3521265 3559302 3561074 3580248 3580251 3580269 3505157 3581996 3650578 3581605 3577187 3579723 3549272 3559149 3559857 3574558 
002166	PK25	0428815	1	3471447 3471450 3516634 3521265 3559302 3561074 3580248 3580251 3580269 3505157 3581996 3650578 3581605 3577187 3579723 3549272 3559149 3559857 3574558 
002166	PK25	0428815	49	3471447 3471450 3516634 3521265 3559302 3561074 3580248 3580251 3580269 3505157 3581996 3650578 3581605 3577187 3579723 3549272 3559149 3559857 3574558 
011827	PK229	0428815	76	3471447 3471450 3521265 3561074 3580248 3580251 3580269 3505157 3581996 3581605 3577187 3579723 3559149 3574558 
011827	PK229	0428815	78	3471447 3471450 3521265 3561074 3580248 3580251 3580269 3505157 3581996 3581605 3577187 3579723 3559149 3574558 
011827	PK229	0428815	253	3471447 3471450 3521265 3561074 3580248 3580251 3580269 3505157 3581996 3581605 3577187 3579723 3559149 3574558 
001757	GOB	3460008	200	3474374 3547282 3560687 3581389 3599090 3531305 3596492 3481102 3578392 3578443 3576299 3576474 3797590 3910744 
001757	GOB	3460008	201	3474374 3547282 3560687 3581389 3599090 3531305 3596492 3481102 3578392 3578443 3576299 3576474 3797590 3910744 
003514	EHI	0995587	76	3467427 3474374 3481702 3592325 3629970 3653119 3560511 3478309 3481354 3473086 3667821 3690204 3482019 3433275 3576532 3797643 
003514	EHI	0995587	293	3467427 3474374 3481702 3592325 3629970 3653119 3560511 3478309 3481354 3473086 3667821 3690204 3482019 3433275 3576532 3797643 
011305	EHI	0029059	1	3474374 3480732 3484272 3544254 3568950 3691361 3492361 3476860 3578842 3477004 3851907 3668801 3910478 
011305	EHI	0029059	2	3474374 3480732 3484272 3544254 3568950 3691361 3492361 3476860 3578842 3477004 3851907 3668801 3910478 
001899	PK227	3459335	200	3474620 3483298 3486852 3462817 3451168 3481690 3483587 3692269 3481943 3457988 
001899	PK227	3459335	201	3474620 3483298 3486852 3462817 3451168 3481690 3483587 3692269 3481943 3457988 
001899	PK227	3459335	202	3474620 3483298 3486852 3462817 3451168 3481690 3483587 3692269 3481943 3457988 
015248	PK20	3786642	201	3485548 3486834 3693368 3481643 3473086 3462019 3669013 
015248	PK20	3786642	202	3485548 3486834 3693368 3481643 3473086 3462019 3669013 
002161	PK182	1083806	66	3430298 3475573 3493748 3496673 3514964 3538202 3558739 3581609 3581920 3606536 3610287 3648550 3690043 3693813 3694432 3694903 3479311 3483298 3579143 3581081 3581232 3656490 3668420 3690806 3692440 3693276 3574137 3581038 3631215 3667503 3496439 3649880 3470393 3632720 3689375 3591774 3557244 3591844 3650956 3460343 3591211 3792350 3820380 3576513 
002161	PK182	1083806	71	3430298 3475573 3493748 3496673 3514964 3538202 3558739 3581609 3581920 3606536 3610287 3648550 3690043 3693813 3694432 3694903 3479311 3483298 3579143 3581081 3581232 3656490 3668420 3690806 3692440 3693276 3574137 3581038 3631215 3667503 3496439 3649880 3470393 3632720 3689375 3591774 3557244 3591844 3650956 3460343 3591211 3792350 3820380 3576513 
002161	PK182	1083806	134	3430298 3475573 3493748 3496673 3514964 3538202 3558739 3581609 3581920 3606536 3610287 3648550 3690043 3693813 3694432 3694903 3479311 3483298 3579143 3581081 3581232 3656490 3668420 3690806 3692440 3693276 3574137 3581038 3631215 3667503 3496439 3649880 3470393 3632720 3689375 3591774 3557244 3591844 3650956 3460343 3591211 3792350 3820380 3576513 
014982	TH111	0899465	115	3475745 3561430 3575259 3667273 3691981 3695285 3540190 3560234 3797084 3768972 3790792 
014982	TH111	0899465	202	3475745 3561430 3575259 3667273 3691981 3695285 3540190 3560234 3797084 3768972 3790792 
002368	DAL119	1051497	202	3476864 3596713 3609407 3690346 3693280 3716057 3816203 3816960 3819598 3821006 3821116 3821162 3820756 3483977 3705083 3598090 3639772 3692294 3595071 3821008 3668365 3821632 3581469 3485816 3576467 3666161 3797787 3797827 3797829 3817001 3910529 3910636 3910645 3910761 
002368	DAL119	1051497	203	3476864 3596713 3609407 3690346 3693280 3716057 3816203 3816960 3819598 3821006 3821116 3821162 3820756 3483977 3705083 3598090 3639772 3692294 3595071 3821008 3668365 3821632 3581469 3485816 3576467 3666161 3797787 3797827 3797829 3817001 3910529 3910636 3910645 3910761 
002403	ROSTUD	1137952	3	3476908 3790244 3694810 3464985 
002403	ROSTUD	1137952	1	3476908 3790244 3694810 3464985 
007377	PK20	0031522	135	3474620 3476927 3480375 3480592 3524963 3540124 3581609 3609410 3677885 3796007 3796964 3443522 3816924 3574137 3690652 3667676 3578191 3651465 3674492 3679221 3629518 3645720 3575309 3651573 3558838 3630474 3692628 3767997 3650228 3797206 3580912 3651033 3581149 3576557 3576568 3576625 3668806 3668865 3669047 3790863 3797632 3797639 3797656 3797668 3797690 3797691 3797714 3797787 3797839 3797862 3910463 3910501 3910525 3910537 3910556 3910564 
