Course	Room	Teacher	Time	Students
001837	PK25	0409956	13	0828226 3063119 3095908 3121582 3154498 3204517 3204688 3211006 3215635 3216609 3221143 3221922 3222944 3223468 3223593 3232650 3243105 3245522 3248182 3250907 3266721 3281747 3283446 3293645 3303949 3304008 3306835 3308695 3310852 3311410 3312024 3314945 3316281 3316653 3323189 3323328 3323454 3330630 3331989 3333301 3333501 3347834 3352587 3373902 3389464 3389987 3397567 3397573 3398026 3398166 3405873 3405943 3406150 3408041 3410241 
001837	PK25	0409956	116	0828226 3063119 3095908 3121582 3154498 3204517 3204688 3211006 3215635 3216609 3221143 3221922 3222944 3223468 3223593 3232650 3243105 3245522 3248182 3250907 3266721 3281747 3283446 3293645 3303949 3304008 3306835 3308695 3310852 3311410 3312024 3314945 3316281 3316653 3323189 3323328 3323454 3330630 3331989 3333301 3333501 3347834 3352587 3373902 3389464 3389987 3397567 3397573 3398026 3398166 3405873 3405943 3406150 3408041 3410241 
004276	PK243	1165566	260	0854238 1078911 3094479 3153576 3214178 3215889 3219719 3221557 3231914 3266721 3322722 3330431 3352018 3357061 3374832 3389664 3405873 3406546 3406720 
004276	PK243	1165566	261	0854238 1078911 3094479 3153576 3214178 3215889 3219719 3221557 3231914 3266721 3322722 3330431 3352018 3357061 3374832 3389664 3405873 3406546 3406720 
011306	EHIII	3319825	14	0854238 1157995 3065990 3082688 3170878 3194888 3305199 3334296 3335406 3344462 3350650 
011306	EHIII	3319825	15	0854238 1157995 3065990 3082688 3170878 3194888 3305199 3334296 3335406 3344462 3350650 
006862	PK337	0031347	260	0889130 3074091 3087414 3090029 3094263 3095021 3099423 3145694 3190685 3316614 
006862	PK337	0031347	261	0889130 3074091 3087414 3090029 3094263 3095021 3099423 3145694 3190685 3316614 
006862	PK337	0031347	159	0889130 3074091 3087414 3090029 3094263 3095021 3099423 3145694 3190685 3316614 
011312	TAYC	0125630	159	0892947 3061686 3081698 3093349 3153576 3204830 3213402 3216244 3322151 3398717 
011312	TAYC	0125630	113	0892947 3061686 3081698 3093349 3153576 3204830 3213402 3216244 3322151 3398717 
011962	EHI	0492451	114	0892947 3081988 3211393 3219633 3410901 3422949 
011962	EHI	0492451	115	0892947 3081988 3211393 3219633 3410901 3422949 
001249	TH224	0031388	260	0903788 1072178 1081304 1098264 1156282 3065568 3075252 3079169 3082033 3083207 3083717 3085021 3087472 3088010 3093246 3094738 3099745 
001249	TH224	0031388	261	0903788 1072178 1081304 1098264 1156282 3065568 3075252 3079169 3082033 3083207 3083717 3085021 3087472 3088010 3093246 3094738 3099745 
009270	TH104	3310251	260	0997873 3105292 3219029 3305828 3306992 3330203 3357841 3388046 3389259 3396626 3397064 3404942 
009270	TH104	3310251	261	0997873 3105292 3219029 3305828 3306992 3330203 3357841 3388046 3389259 3396626 3397064 3404942 
012104	PK243	1167884	264	0997873 1163242 3088147 3096963 3155201 3192437 3217615 3244790 3248326 3248478 3284809 3312114 3323493 3333260 3346922 3388003 3394688 3396626 3398464 3404945 3405568 3406889 3408797 
012104	PK243	1167884	14	0997873 1163242 3088147 3096963 3155201 3192437 3217615 3244790 3248326 3248478 3284809 3312114 3323493 3333260 3346922 3388003 3394688 3396626 3398464 3404945 3405568 3406889 3408797 
012104	PK243	1167884	15	0997873 1163242 3088147 3096963 3155201 3192437 3217615 3244790 3248326 3248478 3284809 3312114 3323493 3333260 3346922 3388003 3394688 3396626 3398464 3404945 3405568 3406889 3408797 
001763	EHI	0027799	116	1017457 3062958 3087757 3179026 3204279 3217724 3315613 3322949 3329187 3336686 3345567 
001763	EHI	0027799	16	1017457 3062958 3087757 3179026 3204279 3217724 3315613 3322949 3329187 3336686 3345567 
003439	EHI	1165592	113	1017457 1073076 3076209 3097192 3119630 3215876 3316782 3332980 3336573 3345326 3356546 3408495 
003439	EHI	1165592	13	1017457 1073076 3076209 3097192 3119630 3215876 3316782 3332980 3336573 3345326 3356546 3408495 
012286	EHIII	1165592	260	1017457 1154382 1154715 1157995 3067585 3085407 3191823 3194873 3211478 3254879 3329964 
012286	EHIII	1165592	261	1017457 1154382 1154715 1157995 3067585 3085407 3191823 3194873 3211478 3254879 3329964 
003278	EHI	0675005	260	1045484 1155813 3072284 3081410 3088969 3090375 
003278	EHI	0675005	261	1045484 1155813 3072284 3081410 3088969 3090375 
003279	EHI	0675005	159	1045484 1155813 3072284 3081410 3088969 3090375 
003279	EHI	0675005	262	1045484 1155813 3072284 3081410 3088969 3090375 
006588	TH251	3194739	159	1048446 1080636 1088574 3079829 3079915 3083207 3083995 3085302 3092151 3093319 3098490 3099375 
006588	TH251	3194739	262	1048446 1080636 1088574 3079829 3079915 3083207 3083995 3085302 3092151 3093319 3098490 3099375 
008429	TAYG	3405054	212	1048446 3079769 3079915 3089769 3094575 3112040 3119048 3145695 3153306 3191876 3211727 3217413 3242147 3309042 3331776 3331989 3332738 3332980 3334056 3357061 3364522 3373846 3381444 3382642 3388359 3390262 3397398 3398251 3405177 3405863 3409423 3409736 3431091 
008429	TAYG	3405054	120	1048446 3079769 3079915 3089769 3094575 3112040 3119048 3145695 3153306 3191876 3211727 3217413 3242147 3309042 3331776 3331989 3332738 3332980 3334056 3357061 3364522 3373846 3381444 3382642 3388359 3390262 3397398 3398251 3405177 3405863 3409423 3409736 3431091 
011207	TH251	0031478	263	1048446 3083207 3084716 3085302 3091889 3092151 3094700 3099375 3121966 3160933 3329964 
011207	TH251	0031478	264	1048446 3083207 3084716 3085302 3091889 3092151 3094700 3099375 3121966 3160933 3329964 
002399	TH224	3422490	262	1049332 1133589 3066736 3090058 3095867 3105866 3189715 3204619 3210877 3215099 3217371 3302367 3315767 3319376 3382642 3405296 3407233 
002399	TH224	3422490	263	1049332 1133589 3066736 3090058 3095867 3105866 3189715 3204619 3210877 3215099 3217371 3302367 3315767 3319376 3382642 3405296 3407233 
003541	EHIII	0599596	159	1059404 3088052 3092012 3101150 3205208 3211478 3212008 
003541	EHIII	0599596	264	1059404 3088052 3092012 3101150 3205208 3211478 3212008 
004885	CARP13	0672202	113	1059404 3068911 3095417 3170878 3210877 3217444 3221785 3223740 3252851 3311808 
004885	CARP13	0672202	13	1059404 3068911 3095417 3170878 3210877 3217444 3221785 3223740 3252851 3311808 
009271	EHLEC	0058557	203	1059404 1070105 3067214 3067793 3079120 3087948 3094263 3099745 3101150 3155201 3205208 3220932 3242920 3317234 3332249 3335255 3343092 3351610 3358560 3403676 3404683 3409736 
009271	EHLEC	0058557	200	1059404 1070105 3067214 3067793 3079120 3087948 3094263 3099745 3101150 3155201 3205208 3220932 3242920 3317234 3332249 3335255 3343092 3351610 3358560 3403676 3404683 3409736 
009213	TH111	0138190	159	1072178 3079005 3082033 3084353 3095599 3192437 3221143 3265154 3315776 3330820 3332980 3344691 
009213	TH111	0138190	262	1072178 3079005 3082033 3084353 3095599 3192437 3221143 3265154 3315776 3330820 3332980 3344691 
003422	EHLEC	0024092	260	1073076 3194428 3244790 3307517 3311550 3332738 3344476 3347031 3349875 3350800 3405177 
003422	EHLEC	0024092	261	1073076 3194428 3244790 3307517 3311550 3332738 3344476 3347031 3349875 3350800 3405177 
011528	EHIII	3310251	262	1073076 3092012 3211128 3250904 3321831 3322236 3333138 3403427 3407566 
011528	EHIII	3310251	263	1073076 3092012 3211128 3250904 3321831 3322236 3333138 3403427 3407566 
001887	PK278	3426758	260	1073230 3082852 3086192 3088141 3093257 3099257 3125127 3183942 3260264 
001887	PK278	3426758	261	1073230 3082852 3086192 3088141 3093257 3099257 3125127 3183942 3260264 
001887	PK278	3426758	159	1073230 3082852 3086192 3088141 3093257 3099257 3125127 3183942 3260264 
001891	PK10	3422398	262	1073230 1154430 3068878 3081400 3086119 3090776 
001891	PK10	3422398	263	1073230 1154430 3068878 3081400 3086119 3090776 
001891	PK10	3422398	264	1073230 1154430 3068878 3081400 3086119 3090776 
007365	TH110	0603646	2	1075130 3094556 3118178 3177873 3188882 3192054 3210027 3241545 3254195 3260419 3262172 3276024 3304357 3307952 3309042 3310852 3321377 3322686 3322777 3329757 3330203 3332518 3332955 3333301 3333780 3334296 3335184 3335236 3335406 3336573 3337363 3340395 3343234 3344231 3344476 3345082 3345933 3349875 3350800 3352587 3357841 3376542 3381444 3382096 3382524 3382642 3388628 3388735 3389488 3390539 3397064 3397154 3397815 3398026 3398117 3398717 3401632 3403427 3403581 3404051 3406020 3406490 3406817 3407079 3409172 3409423 3409557 3409695 3410480 
007365	TH110	0603646	121	1075130 3094556 3118178 3177873 3188882 3192054 3210027 3241545 3254195 3260419 3262172 3276024 3304357 3307952 3309042 3310852 3321377 3322686 3322777 3329757 3330203 3332518 3332955 3333301 3333780 3334296 3335184 3335236 3335406 3336573 3337363 3340395 3343234 3344231 3344476 3345082 3345933 3349875 3350800 3352587 3357841 3376542 3381444 3382096 3382524 3382642 3388628 3388735 3389488 3390539 3397064 3397154 3397815 3398026 3398117 3398717 3401632 3403427 3403581 3404051 3406020 3406490 3406817 3407079 3409172 3409423 3409557 3409695 3410480 
007365	TH110	0603646	4	1075130 3094556 3118178 3177873 3188882 3192054 3210027 3241545 3254195 3260419 3262172 3276024 3304357 3307952 3309042 3310852 3321377 3322686 3322777 3329757 3330203 3332518 3332955 3333301 3333780 3334296 3335184 3335236 3335406 3336573 3337363 3340395 3343234 3344231 3344476 3345082 3345933 3349875 3350800 3352587 3357841 3376542 3381444 3382096 3382524 3382642 3388628 3388735 3389488 3390539 3397064 3397154 3397815 3398026 3398117 3398717 3401632 3403427 3403581 3404051 3406020 3406490 3406817 3407079 3409172 3409423 3409557 3409695 3410480 
007403	BYC127	0031611	200	1075130 3068181 3080546 3081698 3087231 3087414 3090325 3091870 3092604 3097009 3098983 3100468 3126930 3142378 3177388 3178019 3204153 3217346 3236537 3249531 3296121 3315084 3330095 3410355 
007403	BYC127	0031611	202	1075130 3068181 3080546 3081698 3087231 3087414 3090325 3091870 3092604 3097009 3098983 3100468 3126930 3142378 3177388 3178019 3204153 3217346 3236537 3249531 3296121 3315084 3330095 3410355 
007403	BYC127	0031611	118	1075130 3068181 3080546 3081698 3087231 3087414 3090325 3091870 3092604 3097009 3098983 3100468 3126930 3142378 3177388 3178019 3204153 3217346 3236537 3249531 3296121 3315084 3330095 3410355 
001893	PK11	3426758	262	1075264 1155110 1160418 3075104 3089580 3093257 3120137 
001893	PK11	3426758	263	1075264 1155110 1160418 3075104 3089580 3093257 3120137 
001893	PK11	3426758	264	1075264 1155110 1160418 3075104 3089580 3093257 3120137 
001840	PK229	0168763	25	1079538 1092805 1154715 3068878 3070045 3083995 3089542 3096229 3114269 3114853 3115992 3120137 3126930 3136630 3152434 3173096 3173283 3177873 3185376 3191191 3194474 3204830 3212784 3214617 3219639 3246661 3248149 3262890 3283446 3293645 3304324 3323699 3331496 3331578 3331618 3335809 3356346 3373902 3389987 
001840	PK229	0168763	203	1079538 1092805 1154715 3068878 3070045 3083995 3089542 3096229 3114269 3114853 3115992 3120137 3126930 3136630 3152434 3173096 3173283 3177873 3185376 3191191 3194474 3204830 3212784 3214617 3219639 3246661 3248149 3262890 3283446 3293645 3304324 3323699 3331496 3331578 3331618 3335809 3356346 3373902 3389987 
001840	PK229	0168763	201	1079538 1092805 1154715 3068878 3070045 3083995 3089542 3096229 3114269 3114853 3115992 3120137 3126930 3136630 3152434 3173096 3173283 3177873 3185376 3191191 3194474 3204830 3212784 3214617 3219639 3246661 3248149 3262890 3283446 3293645 3304324 3323699 3331496 3331578 3331618 3335809 3356346 3373902 3389987 
001842	PK180	0031557	4	1079538 1091600 1160418 3067214 3068181 3068911 3070045 3071791 3081234 3081400 3082852 3086119 3088571 3089555 3091890 3096911 3096963 3098317 3099257 3106403 3115992 3118090 3173283 3185376 3208714 3211081 3211473 3214617 3219428 3221143 3221922 3248182 3281747 3309190 3315059 3315934 3323189 3323539 3329885 3331474 3333459 3389756 3409420 
001842	PK180	0031557	16	1079538 1091600 1160418 3067214 3068181 3068911 3070045 3071791 3081234 3081400 3082852 3086119 3088571 3089555 3091890 3096911 3096963 3098317 3099257 3106403 3115992 3118090 3173283 3185376 3208714 3211081 3211473 3214617 3219428 3221143 3221922 3248182 3281747 3309190 3315059 3315934 3323189 3323539 3329885 3331474 3333459 3389756 3409420 
001842	PK180	0031557	234	1079538 1091600 1160418 3067214 3068181 3068911 3070045 3071791 3081234 3081400 3082852 3086119 3088571 3089555 3091890 3096911 3096963 3098317 3099257 3106403 3115992 3118090 3173283 3185376 3208714 3211081 3211473 3214617 3219428 3221143 3221922 3248182 3281747 3309190 3315059 3315934 3323189 3323539 3329885 3331474 3333459 3389756 3409420 
001843	PK278	0056992	3	1079538 1155700 3087231 3087330 3089542 3091176 3107592 3154498 3158474 3194428 3211081 3223001 3232822 3247055 3248182 3256154 3323692 3330630 3358560 3398166 
001843	PK278	0056992	2	1079538 1155700 3087231 3087330 3089542 3091176 3107592 3154498 3158474 3194428 3211081 3223001 3232822 3247055 3248182 3256154 3323692 3330630 3358560 3398166 
001843	PK278	0056992	121	1079538 1155700 3087231 3087330 3089542 3091176 3107592 3154498 3158474 3194428 3211081 3223001 3232822 3247055 3248182 3256154 3323692 3330630 3358560 3398166 
006031	PK349	0213446	16	1080542 3108814 3122857 3191285 3192055 3204153 3211727 3215879 3219639 3220304 3222944 3239030 3243105 3264020 3292462 3303949 3306786 3315632 3324108 3326451 3330334 3331578 3331582 3332411 3332871 3333301 3333501 3351178 3351610 3356346 3359167 3362013 3373902 3374627 3388003 3388882 3389687 3390131 3394688 3396601 3398618 3403576 3403953 3404068 3406004 3406438 3406700 3406889 3407466 3408249 3408776 3408820 3409080 3409721 3409934 3410501 
006031	PK349	0213446	114	1080542 3108814 3122857 3191285 3192055 3204153 3211727 3215879 3219639 3220304 3222944 3239030 3243105 3264020 3292462 3303949 3306786 3315632 3324108 3326451 3330334 3331578 3331582 3332411 3332871 3333301 3333501 3351178 3351610 3356346 3359167 3362013 3373902 3374627 3388003 3388882 3389687 3390131 3394688 3396601 3398618 3403576 3403953 3404068 3406004 3406438 3406700 3406889 3407466 3408249 3408776 3408820 3409080 3409721 3409934 3410501 
006031	PK349	0213446	115	1080542 3108814 3122857 3191285 3192055 3204153 3211727 3215879 3219639 3220304 3222944 3239030 3243105 3264020 3292462 3303949 3306786 3315632 3324108 3326451 3330334 3331578 3331582 3332411 3332871 3333301 3333501 3351178 3351610 3356346 3359167 3362013 3373902 3374627 3388003 3388882 3389687 3390131 3394688 3396601 3398618 3403576 3403953 3404068 3406004 3406438 3406700 3406889 3407466 3408249 3408776 3408820 3409080 3409721 3409934 3410501 
011208	PK200	0637692	260	1080542 3089014 
011208	PK200	0637692	261	1080542 3089014 
006043	PK349	3392923	14	1080636 3088264 3088433 3092781 3095908 3099184 3110627 3115257 3125856 3149019 3152572 3152667 3155346 3185122 3188399 3193776 3210876 3214138 3217313 3217371 3228759 3248716 3306482 3316614 
006043	PK349	3392923	15	1080636 3088264 3088433 3092781 3095908 3099184 3110627 3115257 3125856 3149019 3152572 3152667 3155346 3185122 3188399 3193776 3210876 3214138 3217313 3217371 3228759 3248716 3306482 3316614 
006043	PK349	3392923	16	1080636 3088264 3088433 3092781 3095908 3099184 3110627 3115257 3125856 3149019 3152572 3152667 3155346 3185122 3188399 3193776 3210876 3214138 3217313 3217371 3228759 3248716 3306482 3316614 
001195	EHLEC	0031471	115	1081304 1156282 3069455 3079005 3084353 3087117 3091870 3094738 3099375 3177388 3185376 3209232 3214178 3216244 3216580 3218034 3219920 3260308 3306703 3323692 3332410 3403676 
001195	EHLEC	0031471	1	1081304 1156282 3069455 3079005 3084353 3087117 3091870 3094738 3099375 3177388 3185376 3209232 3214178 3216244 3216580 3218034 3219920 3260308 3306703 3323692 3332410 3403676 
009240	CARP17	0138190	116	1081304 3097080 3191823 3216554 3221081 3231826 3248326 3296990 3322939 3332202 3395005 3405296 3407639 
009240	CARP17	0138190	16	1081304 3097080 3191823 3216554 3221081 3231826 3248326 3296990 3322939 3332202 3395005 3405296 3407639 
002182	PK243	0428815	262	1090070 3076209 3078071 3078822 3085643 3088141 3091305 3092408 3092411 3098983 3103166 3119909 3150160 3183942 3205454 3306835 3315084 
002182	PK243	0428815	263	1090070 3076209 3078071 3078822 3085643 3088141 3091305 3092408 3092411 3098983 3103166 3119909 3150160 3183942 3205454 3306835 3315084 
002182	PK243	0428815	264	1090070 3076209 3078071 3078822 3085643 3088141 3091305 3092408 3092411 3098983 3103166 3119909 3150160 3183942 3205454 3306835 3315084 
011204	TAYG	0408816	14	1091600 1124340 3065568 3072097 3075252 3078150 3082852 3085002 3085021 3087948 3088010 3093257 3095867 3104870 3160008 3205454 3209873 3211360 3216609 3217778 3218034 3231914 3260264 3306703 3311445 3315059 3315084 3322149 3322949 
011204	TAYG	0408816	15	1091600 1124340 3065568 3072097 3075252 3078150 3082852 3085002 3085021 3087948 3088010 3093257 3095867 3104870 3160008 3205454 3209873 3211360 3216609 3217778 3218034 3231914 3260264 3306703 3311445 3315059 3315084 3322149 3322949 
004010	TH110	0215359	159	1092805 3065990 3080774 3098947 3204905 3216013 3217778 3242496 3242506 3242920 3257376 3316782 3322777 3323608 3332955 3333780 3335809 3344476 3345326 3345567 3349875 3350800 3352018 3374246 3389864 3393733 3397064 3405092 3408191 3409464 3409760 3409777 3409975 3410501 
004010	TH110	0215359	264	1092805 3065990 3080774 3098947 3204905 3216013 3217778 3242496 3242506 3242920 3257376 3316782 3322777 3323608 3332955 3333780 3335809 3344476 3345326 3345567 3349875 3350800 3352018 3374246 3389864 3393733 3397064 3405092 3408191 3409464 3409760 3409777 3409975 3410501 
006546	TH223	0031478	260	1092805 3078258 3096248 3096963 3100458 3217346 3251946 
006546	TH223	0031478	261	1092805 3078258 3096248 3096963 3100458 3217346 3251946 
005157	TAYD	3401548	113	1093772 1155700 3093100 3099191 3112329 3114776 3211393 3219783 3227208 3242649 3243225 3244790 3244921 3247156 3252673 3307952 3314971 3324108 3342720 3356399 3359529 3389314 3409172 3409497 
005157	TAYD	3401548	116	1093772 1155700 3093100 3099191 3112329 3114776 3211393 3219783 3227208 3242649 3243225 3244790 3244921 3247156 3252673 3307952 3314971 3324108 3342720 3356399 3359529 3389314 3409172 3409497 
010841	TH110	1084458	260	1093772 3061917 3097082 3106446 3194683 3204517 3332532 
010841	TH110	1084458	261	1093772 3061917 3097082 3106446 3194683 3204517 3332532 
012591	EHII	0031359	159	1093772 3065947 3149019 3152667 3153306 3177284 3216871 3254879 
012591	EHII	0031359	262	1093772 3065947 3149019 3152667 3153306 3177284 3216871 3254879 
001206	TAYD	0254151	117	1098264 1124340 1154382 1155700 3067585 3075252 3079169 3079872 3085394 3088047 3091218 3097009 3099745 3113753 3152623 3188793 3192055 3209232 3209873 3213921 3268127 3280006 3315776 3316281 3322236 
001206	TAYD	0254151	234	1098264 1124340 1154382 1155700 3067585 3075252 3079169 3079872 3085394 3088047 3091218 3097009 3099745 3113753 3152623 3188793 3192055 3209232 3209873 3213921 3268127 3280006 3315776 3316281 3322236 
005191	EHSEM	3427601	159	1098264 1155839 3079872 3213840 3242553 
005191	EHSEM	3427601	262	1098264 1155839 3079872 3213840 3242553 
007106	TH251	3422401	113	1104799 3067056 3087328 3093184 3094527 3113753 3188879 3330377 3335406 3344317 
007106	TH251	3422401	16	1104799 3067056 3087328 3093184 3094527 3113753 3188879 3330377 3335406 3344317 
012034	TAYG	0408816	262	1124340 1161808 3080943 3081763 3085021 3088047 3090325 3091218 3092781 3093246 3094527 3094738 3096808 3099745 3111582 3125322 3154498 3209873 3239494 3258543 3311410 3314945 3316281 3317266 3323644 3343996 3385569 
012034	TAYG	0408816	263	1124340 1161808 3080943 3081763 3085021 3088047 3090325 3091218 3092781 3093246 3094527 3094738 3096808 3099745 3111582 3125322 3154498 3209873 3239494 3258543 3311410 3314945 3316281 3317266 3323644 3343996 3385569 
002396	TAYD	0020988	13	1133589 3204619 3205491 
002396	TAYD	0020988	14	1133589 3204619 3205491 
011829	PK200	1168460	264	1133589 3087330 3088571 3090058 3091370 3094744 3220932 
011829	PK200	1168460	113	1133589 3087330 3088571 3090058 3091370 3094744 3220932 
002929	BYC106	3427449	260	1134649 
002929	BYC106	3427449	261	1134649 
003270	TH104	3411208	116	1134649 3082688 3099375 3219633 3232322 3275971 3322722 3333780 3335184 3335391 3343996 3351190 3354864 3388359 3389864 3393733 3397566 3403440 
003270	TH104	3411208	16	1134649 3082688 3099375 3219633 3232322 3275971 3322722 3333780 3335184 3335391 3343996 3351190 3354864 3388359 3389864 3393733 3397566 3403440 
010968	BYC106	3427449	264	1134649 1156277 3084782 3097521 3098240 3155348 3196059 3213161 3373119 3381343 3403680 
010968	BYC106	3427449	113	1134649 1156277 3084782 3097521 3098240 3155348 3196059 3213161 3373119 3381343 3403680 
007017	TH111	0031568	260	1149928 3086455 3087117 3119048 3188879 3197905 3210020 3329172 3330377 3332409 3333094 3405288 3410213 
007017	TH111	0031568	261	1149928 3086455 3087117 3119048 3188879 3197905 3210020 3329172 3330377 3332409 3333094 3405288 3410213 
004065	TAYB	3335907	159	1154382 3072097 3078987 3080405 3097321 3248478 3389664 
004065	TAYB	3335907	262	1154382 3072097 3078987 3080405 3097321 3248478 3389664 
011075	PK11	3312777	116	1154430 3084494 3086119 3087141 3087533 3092091 3125127 3158474 
011075	PK11	3312777	117	1154430 3084494 3086119 3087141 3087533 3092091 3125127 3158474 
011075	PK11	3312777	200	1154430 3084494 3086119 3087141 3087533 3092091 3125127 3158474 
011313	CARP25	0672202	114	1154430 3065990 3066736 3084494 3096229 3104870 3120788 3121782 3155033 3169335 3189715 3204511 3219719 3248478 3295766 3297051 3315789 3332955 3334296 3344691 3345326 3356546 3393733 3396808 3398166 3398464 
011313	CARP25	0672202	115	1154430 3065990 3066736 3084494 3096229 3104870 3120788 3121782 3155033 3169335 3189715 3204511 3219719 3248478 3295766 3297051 3315789 3332955 3334296 3344691 3345326 3356546 3393733 3396808 3398166 3398464 
003468	EH103	3426910	113	1154715 3063558 3097080 3211128 3265154 
003468	EH103	3426910	13	1154715 3063558 3097080 3211128 3265154 
001847	PK337	0205229	113	1155110 3075104 3098317 3106403 3120137 3125127 3173283 3177873 3185376 3219639 3262890 3331578 3405092 
001847	PK337	0205229	13	1155110 3075104 3098317 3106403 3120137 3125127 3173283 3177873 3185376 3219639 3262890 3331578 3405092 
001847	PK337	0205229	14	1155110 3075104 3098317 3106403 3120137 3125127 3173283 3177873 3185376 3219639 3262890 3331578 3405092 
004751	TH251	0031332	260	1155110 1158585 
004751	TH251	0031332	261	1155110 1158585 
003029	TAYE	0492580	260	1155839 3084117 3088264 3092179 3108886 3204893 3211473 
003029	TAYE	0492580	261	1155839 3084117 3088264 3092179 3108886 3204893 3211473 
003029	TAYE	0492580	263	1155839 3084117 3088264 3092179 3108886 3204893 3211473 
011066	TH111	3195964	14	1155839 3067387 3078232 3078408 3080142 3081073 3083717 3087141 3097933 3100080 3108886 3260308 3275971 
011066	TH111	3195964	15	1155839 3067387 3078232 3078408 3080142 3081073 3083717 3087141 3097933 3100080 3108886 3260308 3275971 
004083	TAYE	0031578	13	1156086 3072097 3073790 3079855 3080405 3082784 3084658 3085302 3085596 3097321 3099191 3100080 3100196 
004083	TAYE	0031578	16	1156086 3072097 3073790 3079855 3080405 3082784 3084658 3085302 3085596 3097321 3099191 3100080 3100196 
002464	BYC127	0493725	260	1156277 3063558 3088147 3104870 3151195 3166656 3189715 3205491 
002464	BYC127	0493725	261	1156277 3063558 3088147 3104870 3151195 3166656 3189715 3205491 
004299	PK200	1165566	262	1156277 3089014 3092091 3094744 3215889 3252673 3330431 3332580 
004299	PK200	1165566	263	1156277 3089014 3092091 3094744 3215889 3252673 3330431 3332580 
001894	PK278	0205229	159	1156282 3084494 3087533 
001894	PK278	0205229	262	1156282 3084494 3087533 
001894	PK278	0205229	263	1156282 3084494 3087533 
003003	TAYE	0031406	14	1156319 3092244 3106446 3109335 3204243 3204306 3217543 3221557 3223593 3261754 3304723 3307002 3321787 3322084 3322204 3330627 3330986 
003003	TAYE	0031406	15	1156319 3092244 3106446 3109335 3204243 3204306 3217543 3221557 3223593 3261754 3304723 3307002 3321787 3322084 3322204 3330627 3330986 
003003	TAYE	0031406	115	1156319 3092244 3106446 3109335 3204243 3204306 3217543 3221557 3223593 3261754 3304723 3307002 3321787 3322084 3322204 3330627 3330986 
003026	TAYE	0492580	264	1156319 3090312 3092196 3098276 3105292 3106446 3108886 3177165 3181938 3194322 3204893 3211473 3213968 3214138 3217371 3217413 3217543 
