Course	Room	Teacher	Time	Students
014628	DAL25	3575049	227	3239415 3454439 3464855 3467199 3475950 3462116 3463708 3474598 3437341 3487266 3484334 3482194 3483950 3576352 3582017 3668788 3668862 
014628	DAL25	3575049	258	3239415 3454439 3464855 3467199 3475950 3462116 3463708 3474598 3437341 3487266 3484334 3482194 3483950 3576352 3582017 3668788 3668862 
001837	PK349	3452118	30	3255755 3330330 
001837	PK349	3452118	224	3255755 3330330 
001837	PK349	3452118	226	3255755 3330330 
002161	PK20	0301910	101	3255755 3433686 3460338 3470846 3471450 3481813 3483638 3487055 3516634 3521265 3521461 3529298 3559302 3561074 3575483 3579723 3580248 3580251 3580269 3581605 3581996 3457873 3464379 3481690 3559149 3581967 3650578 3513947 3581085 3581456 3477425 3487266 3581375 3485550 3574558 3481702 3457988 3483587 3559857 3577187 3694797 3471447 3576411 3668758 
002161	PK20	0301910	85	3255755 3433686 3460338 3470846 3471450 3481813 3483638 3487055 3516634 3521265 3521461 3529298 3559302 3561074 3575483 3579723 3580248 3580251 3580269 3581605 3581996 3457873 3464379 3481690 3559149 3581967 3650578 3513947 3581085 3581456 3477425 3487266 3581375 3485550 3574558 3481702 3457988 3483587 3559857 3577187 3694797 3471447 3576411 3668758 
006847	PK243	3102267	23	3255755 3330330 3433686 3448679 3448687 3455631 3455719 3462270 3462817 3465036 3476797 3481203 3481813 3487055 3514095 3561074 3561084 3579723 3580248 3580251 3580269 3581609 3581996 3479311 3481690 3486782 3505157 3559149 3581967 3692269 3486379 3513947 3581038 3462292 3463071 3464327 3574558 3481702 3579143 3461063 3474620 3577187 3485169 3581920 3485912 3481862 3576411 3576517 3576570 3668904 3668966 
006847	PK243	3102267	3	3255755 3330330 3433686 3448679 3448687 3455631 3455719 3462270 3462817 3465036 3476797 3481203 3481813 3487055 3514095 3561074 3561084 3579723 3580248 3580251 3580269 3581609 3581996 3479311 3481690 3486782 3505157 3559149 3581967 3692269 3486379 3513947 3581038 3462292 3463071 3464327 3574558 3481702 3579143 3461063 3474620 3577187 3485169 3581920 3485912 3481862 3576411 3576517 3576570 3668904 3668966 
006847	PK243	3102267	122	3255755 3330330 3433686 3448679 3448687 3455631 3455719 3462270 3462817 3465036 3476797 3481203 3481813 3487055 3514095 3561074 3561084 3579723 3580248 3580251 3580269 3581609 3581996 3479311 3481690 3486782 3505157 3559149 3581967 3692269 3486379 3513947 3581038 3462292 3463071 3464327 3574558 3481702 3579143 3461063 3474620 3577187 3485169 3581920 3485912 3481862 3576411 3576517 3576570 3668904 3668966 
004293	PK259	0802802	30	3375323 3457231 3469520 3480714 3576013 3463022 3451724 
004293	PK259	0802802	224	3375323 3457231 3469520 3480714 3576013 3463022 3451724 
004306	PK259	3092832	226	3375323 3438254 3450490 3457231 3455690 3459523 3458176 3459972 3463022 
004306	PK259	3092832	225	3375323 3438254 3450490 3457231 3455690 3459523 3458176 3459972 3463022 
011865	DAL20	3646542	227	3375323 3455690 
011865	DAL20	3646542	258	3375323 3455690 
001243	DAL6	3646621	30	3405451 1160238 
001243	DAL6	3646621	224	3405451 1160238 
002450	CARP17	3448653	226	3405451 3476908 3484763 3457873 3481875 3463525 3458452 3483950 
002450	CARP17	3448653	225	3405451 3476908 3484763 3457873 3481875 3463525 3458452 3483950 
009386	TH111	0031388	24	3405451 3454182 3456820 3576126 3580991 3540124 3485361 3446353 3568636 3448314 3462964 1160238 3463560 3462115 3689348 3487310 
009386	TH111	0031388	22	3405451 3454182 3456820 3576126 3580991 3540124 3485361 3446353 3568636 3448314 3462964 1160238 3463560 3462115 3689348 3487310 
001765	EHIII	3473979	30	3412725 3447681 3479838 3481354 3465591 3457808 3492361 3440687 3576499 3576565 
001765	EHIII	3473979	224	3412725 3447681 3479838 3481354 3465591 3457808 3492361 3440687 3576499 3576565 
010965	TAYC	0897706	30	3412881 3443522 3454210 3457393 3462293 3467427 3477014 3486571 3414205 3483278 3438999 3450546 3576579 3668958 
010965	TAYC	0897706	224	3412881 3443522 3454210 3457393 3462293 3467427 3477014 3486571 3414205 3483278 3438999 3450546 3576579 3668958 
001249	TH111	0254151	30	3418606 3432223 3435187 3439912 3443283 3451663 3455291 3459645 3459980 3462417 3462849 3463776 3452964 3461933 3455058 3462647 3462964 3451496 3462297 3475198 3463126 
001249	TH111	0254151	224	3418606 3432223 3435187 3439912 3443283 3451663 3455291 3459645 3459980 3462417 3462849 3463776 3452964 3461933 3455058 3462647 3462964 3451496 3462297 3475198 3463126 
002872	CARP15	1084458	30	3423839 3461020 3480937 3655393 3467932 3797607 3797722 
002872	CARP15	1084458	224	3423839 3461020 3480937 3655393 3467932 3797607 3797722 
001235	GOB	0031471	259	3425347 3435187 3455291 3474207 3475745 3475950 3480935 3575735 3465591 3484898 3478747 3455058 3462647 3466011 3462416 3461962 3574866 3574563 3462297 3478343 3479350 3461937 3485912 3576306 3576525 3576556 3576577 
001235	GOB	0031471	260	3425347 3435187 3455291 3474207 3475745 3475950 3480935 3575735 3465591 3484898 3478747 3455058 3462647 3466011 3462416 3461962 3574866 3574563 3462297 3478343 3479350 3461937 3485912 3576306 3576525 3576556 3576577 
008764	BYC127	3554385	3	3426943 3540714 3631215 3689329 3690020 3691834 3692514 3692915 3693276 3694813 3694828 3695345 3576002 3691983 3695543 3596713 3690800 3620017 3651365 3663306 3695542 3416640 3559464 3580211 3666207 3691514 3581851 3689919 3442237 3542887 3226303 
008764	BYC127	3554385	122	3426943 3540714 3631215 3689329 3690020 3691834 3692514 3692915 3693276 3694813 3694828 3695345 3576002 3691983 3695543 3596713 3690800 3620017 3651365 3663306 3695542 3416640 3559464 3580211 3666207 3691514 3581851 3689919 3442237 3542887 3226303 
001857	PK229	0123161	25	3428608 3462514 3470846 3477576 3459523 3485548 3486379 3463993 
001857	PK229	0123161	121	3428608 3462514 3470846 3477576 3459523 3485548 3486379 3463993 
001857	PK229	0123161	168	3428608 3462514 3470846 3477576 3459523 3485548 3486379 3463993 
011219	PK10	0564741	30	3429761 3484894 3559624 3576792 3581227 3560373 3451331 3463439 3452445 3576574 3668947 
011219	PK10	0564741	224	3429761 3484894 3559624 3576792 3581227 3560373 3451331 3463439 3452445 3576574 3668947 
011219	PK10	0564741	226	3429761 3484894 3559624 3576792 3581227 3560373 3451331 3463439 3452445 3576574 3668947 
003270	TAYG	0695890	30	3430131 3446670 3480217 3486141 3487316 3520100 3559534 3574483 3577682 3580586 3694791 3476899 3487623 3505157 3437341 3438102 3458932 3597215 3438652 3576333 3668894 3668902 
003270	TAYG	0695890	224	3430131 3446670 3480217 3486141 3487316 3520100 3559534 3574483 3577682 3580586 3694791 3476899 3487623 3505157 3437341 3438102 3458932 3597215 3438652 3576333 3668894 3668902 
010845	TAYC	3092941	226	3430131 3439147 3442335 3478102 3443731 3474789 3483546 3443092 3486571 3465442 3481102 3486083 3477004 3576629 
010845	TAYC	3092941	225	3430131 3439147 3442335 3478102 3443731 3474789 3483546 3443092 3486571 3465442 3481102 3486083 3477004 3576629 
006565	DAL25	0031399	30	3430697 3463524 3486844 3457692 3425239 3445738 3480810 3482588 3576379 3576400 3576524 3576540 3576542 3669048 3669051 
006565	DAL25	0031399	224	3430697 3463524 3486844 3457692 3425239 3445738 3480810 3482588 3576379 3576400 3576524 3576540 3576542 3669048 3669051 
008770	PK278	0428728	105	3430697 3462565 3483511 3493748 3544254 3555254 3559476 3559903 3570123 3574483 3575259 3580397 3631101 3632881 3668386 3692766 3693813 3694754 3457459 3467781 3559319 3601391 3667381 3690204 3560167 3575969 3581846 3630915 3652273 3618222 3462639 3606293 3606350 3483954 3580407 3451496 3649880 
011294	TH121	0135660	105	3432223 3455291 3463776 3475745 3479054 3485028 3537536 3452964 3580256 3484898 3462647 3576403 3576553 
014786	PK11	3788276	226	3432223 3456677 3458972 3462270 3487041 3455915 3485548 3445081 3428042 3474620 
014786	PK11	3788276	225	3432223 3456677 3458972 3462270 3487041 3455915 3485548 3445081 3428042 3474620 
014786	PK11	3788276	227	3432223 3456677 3458972 3462270 3487041 3455915 3485548 3445081 3428042 3474620 
003459	EHII	1079401	30	3433275 3442335 3502893 3581171 3650874 3692285 3486083 3580407 3430527 3477004 3485169 3669030 
003459	EHII	1079401	224	3433275 3442335 3502893 3581171 3650874 3692285 3486083 3580407 3430527 3477004 3485169 3669030 
003548	DAL212A	0024092	227	3433275 3462817 3464666 3477014 3481354 3484845 3581596 3457935 3474789 3442991 3484361 3539996 3560687 3460586 3479804 
003548	DAL212A	0024092	258	3433275 3462817 3464666 3477014 3481354 3484845 3581596 3457935 3474789 3442991 3484361 3539996 3560687 3460586 3479804 
013616	DAL212E	0375562	30	3456653 3486998 3463389 3460134 
013616	DAL212E	0375562	224	3456653 3486998 3463389 3460134 
013616	DAL212E	0375562	226	3456653 3486998 3463389 3460134 
007370	PK20	0826964	101	3433881 3510665 3525604 3533264 3557742 3559843 3608097 3651573 3694798 3441273 3483567 3560511 3651816 3427674 3463589 3467452 3453262 3454115 3559657 3652569 3576230 3691514 3484243 3558838 3581228 3692536 3482382 3668749 3668789 3668790 3668798 3668830 
007370	PK20	0826964	85	3433881 3510665 3525604 3533264 3557742 3559843 3608097 3651573 3694798 3441273 3483567 3560511 3651816 3427674 3463589 3467452 3453262 3454115 3559657 3652569 3576230 3691514 3484243 3558838 3581228 3692536 3482382 3668749 3668789 3668790 3668798 3668830 
014218	DAL212A	0031471	30	3433881 3459111 3668852 
014218	DAL212A	0031471	224	3433881 3459111 3668852 
002397	TH224	0493725	225	3433962 3461556 3479534 3486844 3540190 3546417 3576792 3579949 3580389 3505185 3580095 3476864 3561098 3576370 3576521 3668970 3668972 
002397	TH224	0493725	259	3433962 3461556 3479534 3486844 3540190 3546417 3576792 3579949 3580389 3505185 3580095 3476864 3561098 3576370 3576521 3668970 3668972 
002414	TH110	3452082	260	3433962 3455341 3462720 3463453 3465245 3475298 3540190 3559302 3668623 3457777 3470797 3533093 3486838 3568636 3469119 3480166 3485054 3540705 3465588 3416891 3485170 3576494 3576558 3576629 3668826 3668827 3668831 3668839 3668895 3668918 3668923 3226303 
002414	TH110	3452082	261	3433962 3455341 3462720 3463453 3465245 3475298 3540190 3559302 3668623 3457777 3470797 3533093 3486838 3568636 3469119 3480166 3485054 3540705 3465588 3416891 3485170 3576494 3576558 3576629 3668826 3668827 3668831 3668839 3668895 3668918 3668923 3226303 
001861	PK11	0056992	30	3438113 3428042 3487087 
001861	PK11	0056992	224	3438113 3428042 3487087 
001861	PK11	0056992	258	3438113 3428042 3487087 
004840	TAYC	3452082	259	3438113 3453472 3454494 3462246 3462514 3481944 3581469 3479961 3482101 3576451 
004840	TAYC	3452082	220	3438113 3453472 3454494 3462246 3462514 3481944 3581469 3479961 3482101 3576451 
014787	CARP13	3554810	30	3438119 3482989 3551641 3462019 
014787	CARP13	3554810	224	3438119 3482989 3551641 3462019 
007926	RCSEM	0470839	30	3438206 3438455 3462246 3441406 3426169 
007926	RCSEM	0470839	224	3438206 3438455 3462246 3441406 3426169 
004282	PK259	1165566	259	3438254 3469520 3474140 3477576 3480714 3480791 3576013 3485361 1160238 3544262 3467040 3467932 3576365 3576425 3576555 
004282	PK259	1165566	260	3438254 3469520 3474140 3477576 3480714 3480791 3576013 3485361 1160238 3544262 3467040 3467932 3576365 3576425 3576555 
006035	PK349	0409737	121	3438254 3457231 3458250 3463593 3475933 3483638 3485416 3486852 3486998 3559534 3577109 3578804 3578811 3581952 3564528 3441900 3581375 3479718 3479961 3650596 3469615 3455046 3476927 3476082 3478412 
006035	PK349	0409737	3	3438254 3457231 3458250 3463593 3475933 3483638 3485416 3486852 3486998 3559534 3577109 3578804 3578811 3581952 3564528 3441900 3581375 3479718 3479961 3650596 3469615 3455046 3476927 3476082 3478412 
006035	PK349	0409737	122	3438254 3457231 3458250 3463593 3475933 3483638 3485416 3486852 3486998 3559534 3577109 3578804 3578811 3581952 3564528 3441900 3581375 3479718 3479961 3650596 3469615 3455046 3476927 3476082 3478412 
004015	TAYSEM	3460456	227	3438294 3579028 3581469 3582182 3457777 3652569 3598090 3652373 3692536 3668920 
004015	TAYSEM	3460456	258	3438294 3579028 3581469 3582182 3457777 3652569 3598090 3652373 3692536 3668920 
007923	RCSEM	0031386	226	3438455 3574542 3576463 3576471 3668752 
007923	RCSEM	0031386	225	3438455 3574542 3576463 3576471 3668752 
004885	CARP17	0672202	30	3438842 3456103 3579099 3578488 3457327 3454100 3478713 
004885	CARP17	0672202	224	3438842 3456103 3579099 3578488 3457327 3454100 3478713 
003543	TAYC	3393009	105	3439147 3478102 3459584 3444537 3455220 3457808 3460073 3551641 3427633 3454476 3457932 3477004 3581080 3576466 
006868	PK337	0402773	227	3439147 3441226 3458087 3483929 3576212 3463011 3487732 3454059 3458136 3467040 3576423 3576437 3576459 
006868	PK337	0402773	258	3439147 3441226 3458087 3483929 3576212 3463011 3487732 3454059 3458136 3467040 3576423 3576437 3576459 
006868	PK337	0402773	261	3439147 3441226 3458087 3483929 3576212 3463011 3487732 3454059 3458136 3467040 3576423 3576437 3576459 
006588	TH251	3554648	261	3439409 3463524 3457692 3462116 3463745 3425239 3445738 
006588	TH251	3554648	220	3439409 3463524 3457692 3462116 3463745 3425239 3445738 
004360	CARP15	0847593	225	3439636 3464666 3484746 3549052 3581282 3476860 3556617 3561772 3574047 3464279 3416640 3451331 3486632 
004360	CARP15	0847593	254	3439636 3464666 3484746 3549052 3581282 3476860 3556617 3561772 3574047 3464279 3416640 3451331 3486632 
010977	TAYG	0695890	226	3439912 3442641 3449400 3455341 3462516 3462872 3459032 3464379 3457935 3455043 3461057 3460820 3462115 3456290 
010977	TAYG	0695890	225	3439912 3442641 3449400 3455341 3462516 3462872 3459032 3464379 3457935 3455043 3461057 3460820 3462115 3456290 
011187	TH111	3194193	259	3440958 3456103 3462298 3484845 3478309 3578488 3462019 3463882 3446645 3484243 3576579 
011187	TH111	3194193	260	3440958 3456103 3462298 3484845 3478309 3578488 3462019 3463882 3446645 3484243 3576579 
005263	DAL25	0493855	168	3441016 3441413 3458957 3463859 3578707 3579579 3476899 3452561 3559218 3459508 3462416 3463939 3442237 3576417 3576485 3576494 
005263	DAL25	0493855	4	3441016 3441413 3458957 3463859 3578707 3579579 3476899 3452561 3559218 3459508 3462416 3463939 3442237 3576417 3576485 3576494 
006031	PK20	0213446	106	3441016 3443421 3457231 3462565 3478356 3482144 3482288 3487035 3493704 3496439 3503382 3516634 3555932 3559534 3574519 3574873 3575898 3575916 3578804 3579949 3581282 3619255 3619323 3639772 3649568 3651243 3667503 3668420 3689845 3692771 3692796 3692807 3693276 3693789 3694432 3459032 3470797 3505157 3650578 3460343 3513947 3569865 3591844 3691416 3694428 3695368 3445680 3628726 3695543 3477425 3485848 3581375 3694417 3578252 3581192 3492361 3645471 3650596 3481643 3457988 3694006 3694431 3581962 3629518 3689500 3694797 3556970 3580584 3667273 3693612 3695554 3476927 3431750 3691748 3668782 3797740 
006031	PK20	0213446	107	3441016 3443421 3457231 3462565 3478356 3482144 3482288 3487035 3493704 3496439 3503382 3516634 3555932 3559534 3574519 3574873 3575898 3575916 3578804 3579949 3581282 3619255 3619323 3639772 3649568 3651243 3667503 3668420 3689845 3692771 3692796 3692807 3693276 3693789 3694432 3459032 3470797 3505157 3650578 3460343 3513947 3569865 3591844 3691416 3694428 3695368 3445680 3628726 3695543 3477425 3485848 3581375 3694417 3578252 3581192 3492361 3645471 3650596 3481643 3457988 3694006 3694431 3581962 3629518 3689500 3694797 3556970 3580584 3667273 3693612 3695554 3476927 3431750 3691748 3668782 3797740 
006045	PK354	0431634	227	3441166 3462356 3485288 3455043 3485228 3479718 3448314 3463587 3581980 
006045	PK354	0431634	258	3441166 3462356 3485288 3455043 3485228 3479718 3448314 3463587 3581980 
006045	PK354	0431634	259	3441166 3462356 3485288 3455043 3485228 3479718 3448314 3463587 3581980 
010851	PK349	3764518	24	3441166 3441306 3455148 3460399 3483929 3485416 3486998 3577022 3465103 3485548 3581952 3438102 3479718 3483651 3694426 3455046 3462228 3576323 3576416 3668878 3668940 
010851	PK349	3764518	22	3441166 3441306 3455148 3460399 3483929 3485416 3486998 3577022 3465103 3485548 3581952 3438102 3479718 3483651 3694426 3455046 3462228 3576323 3576416 3668878 3668940 
010851	PK349	3764518	101	3441166 3441306 3455148 3460399 3483929 3485416 3486998 3577022 3465103 3485548 3581952 3438102 3479718 3483651 3694426 3455046 3462228 3576323 3576416 3668878 3668940 
002562	PK338	3792642	85	3441226 3443522 3484845 3503382 3503865 3555932 3576212 3576879 3651487 3668623 3581201 3692098 3694236 3576020 3459972 3486571 3551641 3606293 3650596 3692187 3485054 3693084 3455294 3667311 3690719 3648550 3576436 3576571 3603544 3668783 3668917 3668920 3669016 3797798 3797825 3797835 
002562	PK338	3792642	23	3441226 3443522 3484845 3503382 3503865 3555932 3576212 3576879 3651487 3668623 3581201 3692098 3694236 3576020 3459972 3486571 3551641 3606293 3650596 3692187 3485054 3693084 3455294 3667311 3690719 3648550 3576436 3576571 3603544 3668783 3668917 3668920 3669016 3797798 3797825 3797835 
002562	PK338	3792642	101	3441226 3443522 3484845 3503382 3503865 3555932 3576212 3576879 3651487 3668623 3581201 3692098 3694236 3576020 3459972 3486571 3551641 3606293 3650596 3692187 3485054 3693084 3455294 3667311 3690719 3648550 3576436 3576571 3603544 3668783 3668917 3668920 3669016 3797798 3797825 3797835 
014570	PK20	3483424	227	3441306 3480375 3480868 3483638 3493748 3558796 3559963 3560256 3561511 3579181 3580326 3591591 3621523 3629467 3651487 3652276 3661465 3668420 3692796 3692915 3693224 3693253 3693789 3693813 3694754 3695285 3558739 3576002 3651017 3668196 3481664 3498974 3591844 3651605 3671851 3691983 3692628 3694428 3695368 3481202 3579592 3695543 3497993 3596713 3695542 3579864 3483640 3695373 3480867 3559464 3559857 3580211 3690361 3560487 3597365 3666570 3693230 3655749 3620520 3692761 3482323 3576475 3576523 3576565 3599497 3668921 
014570	PK20	3483424	258	3441306 3480375 3480868 3483638 3493748 3558796 3559963 3560256 3561511 3579181 3580326 3591591 3621523 3629467 3651487 3652276 3661465 3668420 3692796 3692915 3693224 3693253 3693789 3693813 3694754 3695285 3558739 3576002 3651017 3668196 3481664 3498974 3591844 3651605 3671851 3691983 3692628 3694428 3695368 3481202 3579592 3695543 3497993 3596713 3695542 3579864 3483640 3695373 3480867 3559464 3559857 3580211 3690361 3560487 3597365 3666570 3693230 3655749 3620520 3692761 3482323 3576475 3576523 3576565 3599497 3668921 
014570	PK20	3483424	236	3441306 3480375 3480868 3483638 3493748 3558796 3559963 3560256 3561511 3579181 3580326 3591591 3621523 3629467 3651487 3652276 3661465 3668420 3692796 3692915 3693224 3693253 3693789 3693813 3694754 3695285 3558739 3576002 3651017 3668196 3481664 3498974 3591844 3651605 3671851 3691983 3692628 3694428 3695368 3481202 3579592 3695543 3497993 3596713 3695542 3579864 3483640 3695373 3480867 3559464 3559857 3580211 3690361 3560487 3597365 3666570 3693230 3655749 3620520 3692761 3482323 3576475 3576523 3576565 3599497 3668921 
014571	PK227	3577231	30	3560256 3579181 3579592 3579864 3667676 3576523 3599497 
014571	PK227	3577231	224	3560256 3579181 3579592 3579864 3667676 3576523 3599497 
014571	PK227	3577231	226	3560256 3579181 3579592 3579864 3667676 3576523 3599497 
012832	DAL20	1168592	259	3442432 3462882 3452529 3463729 3458339 3463525 
012832	DAL20	1168592	260	3442432 3462882 3452529 3463729 3458339 3463525 
008810	TAYSEM	0576472	259	3442641 3455297 3480375 3578804 3447478 3462956 3483385 3576345 3576552 3668924 
008810	TAYSEM	0576472	260	3442641 3455297 3480375 3578804 3447478 3462956 3483385 3576345 3576552 3668924 
014550	TAYG	0695890	227	3442641 3478356 3486141 3519078 3577167 3578240 3476930 3484324 3486311 3447478 3458932 3486083 3462115 3580584 3462228 3514920 3558963 3576395 3576553 3669000 
014550	TAYG	0695890	258	3442641 3478356 3486141 3519078 3577167 3578240 3476930 3484324 3486311 3447478 3458932 3486083 3462115 3580584 3462228 3514920 3558963 3576395 3576553 3669000 
001242	PK200	0493725	226	3443283 3485756 
001242	PK200	0493725	260	3443283 3485756 
005741	BYC106	3556752	259	3443283 3576260 3428042 3456210 
005741	BYC106	3556752	261	3443283 3576260 3428042 3456210 
002876	CARP25	1084458	227	3443453 3474374 3480592 3480791 3481944 3521272 3557478 3557742 3559172 3574967 3581907 3655393 3656490 3667385 3467781 3578963 3580340 3581389 3560167 3630915 3576457 
002876	CARP25	1084458	258	3443453 3474374 3480592 3480791 3481944 3521272 3557478 3557742 3559172 3574967 3581907 3655393 3656490 3667385 3467781 3578963 3580340 3581389 3560167 3630915 3576457 
007368	DAL300	3474098	168	3443522 3478102 3485812 3487640 3502893 3516634 3521272 3578240 3580397 3629467 3652276 3669280 3689893 3690020 3690043 3692766 3693224 3693276 3694318 3694791 3574047 3651293 3652473 3690516 3695539 3695368 3465327 3484752 3489089 3561402 3630915 3667821 3690800 3693840 3576753 3620017 3650228 3652177 3690652 3559464 3629518 3666207 3464272 3579361 3596492 3689919 3581080 3476927 3693565 3485170 3485642 3768686 3797739 
007368	DAL300	3474098	4	3443522 3478102 3485812 3487640 3502893 3516634 3521272 3578240 3580397 3629467 3652276 3669280 3689893 3690020 3690043 3692766 3693224 3693276 3694318 3694791 3574047 3651293 3652473 3690516 3695539 3695368 3465327 3484752 3489089 3561402 3630915 3667821 3690800 3693840 3576753 3620017 3650228 3652177 3690652 3559464 3629518 3666207 3464272 3579361 3596492 3689919 3581080 3476927 3693565 3485170 3485642 3768686 3797739 
007368	DAL300	3474098	120	3443522 3478102 3485812 3487640 3502893 3516634 3521272 3578240 3580397 3629467 3652276 3669280 3689893 3690020 3690043 3692766 3693224 3693276 3694318 3694791 3574047 3651293 3652473 3690516 3695539 3695368 3465327 3484752 3489089 3561402 3630915 3667821 3690800 3693840 3576753 3620017 3650228 3652177 3690652 3559464 3629518 3666207 3464272 3579361 3596492 3689919 3581080 3476927 3693565 3485170 3485642 3768686 3797739 
013190	DAL2	1137952	258	3437962 3444811 3458972 3485628 3651077 3667319 3690778 3581952 3651412 3690652 3693473 3460359 3426169 3457039 3464100 3668780 3668843 3669012 3669027 3797736 
013190	DAL2	1137952	259	3437962 3444811 3458972 3485628 3651077 3667319 3690778 3581952 3651412 3690652 3693473 3460359 3426169 3457039 3464100 3668780 3668843 3669012 3669027 3797736 
014121	TAYC	0029475	25	3444811 3449400 3454439 3578707 3581827 3591591 3457873 3427674 3497993 3466011 3540428 3666570 3576417 3576529 
014121	TAYC	0029475	23	3444811 3449400 3454439 3578707 3581827 3591591 3457873 3427674 3497993 3466011 3540428 3666570 3576417 3576529 
014781	DAL1	3555097	260	3444811 3458250 3474463 3485327 3486141 3486182 3503865 3462242 3485504 3464272 3576347 
014781	DAL1	3555097	261	3444811 3458250 3474463 3485327 3486141 3486182 3503865 3462242 3485504 3464272 3576347 
013176	DAL25	0995587	108	3423839 3443453 3447306 3453445 3544254 3600785 3629970 3459584 3560511 3417108 3592325 3483278 3484202 3694101 3471447 3669033 3797640 
013632	TH224	3443571	105	3447306 3449400 3462270 3463188 3468281 3649568 3524341 3427674 3578488 3460488 3483278 3581274 3454625 3375410 3467384 3692440 3455808 3576324 3668805 3668892 3669030 
007380	CARP21	0987494	1	3426943 3447681 3463936 3525604 3574349 3575309 3579099 3592208 3661465 3667319 3694754 3417819 3440419 3559319 3445081 3581456 3581786 3694384 3481798 3559657 3480867 3483587 3531305 3558838 3581228 3479350 3576299 
007380	CARP21	0987494	4	3426943 3447681 3463936 3525604 3574349 3575309 3579099 3592208 3661465 3667319 3694754 3417819 3440419 3559319 3445081 3581456 3581786 3694384 3481798 3559657 3480867 3483587 3531305 3558838 3581228 3479350 3576299 
007380	CARP21	0987494	120	3426943 3447681 3463936 3525604 3574349 3575309 3579099 3592208 3661465 3667319 3694754 3417819 3440419 3559319 3445081 3581456 3581786 3694384 3481798 3559657 3480867 3483587 3531305 3558838 3581228 3479350 3576299 
001899	PK229	0056992	259	3448679 3455631 3456677 3463188 3487041 3417108 3463526 3456228 
001899	PK229	0056992	260	3448679 3455631 3456677 3463188 3487041 3417108 3463526 3456228 
001899	PK229	0056992	261	3448679 3455631 3456677 3463188 3487041 3417108 3463526 3456228 
004065	DAL10	3646540	226	3448687 3453467 3485549 3485803 3441406 3561098 3576503 
004065	DAL10	3646540	227	3448687 3453467 3485549 3485803 3441406 3561098 3576503 
005197	TH223	1020104	30	3441016 3449400 3463859 3579687 3559218 
005197	TH223	1020104	224	3441016 3449400 3463859 3579687 3559218 
011829	DAL20	1168592	261	3450490 3456645 3455690 3463022 
011829	DAL20	1168592	220	3450490 3456645 3455690 3463022 
001749	EHI	3460008	25	3453445 3480217 3514835 3599090 3606418 3692514 3578392 3663306 3694289 3693084 3560687 3596492 3689920 3602435 3472140 
001749	EHI	3460008	254	3453445 3480217 3514835 3599090 3606418 3692514 3578392 3663306 3694289 3693084 3560687 3596492 3689920 3602435 3472140 
001770	PK264	3474420	30	3453467 3483036 3540714 3575769 3457979 3578177 3475327 3431257 3485636 3576520 
001770	PK264	3474420	224	3453467 3483036 3540714 3575769 3457979 3578177 3475327 3431257 3485636 3576520 
004389	TAYB	0989327	225	3453663 3559624 3445680 
004389	TAYB	0989327	227	3453663 3559624 3445680 
004394	BYC239	0989327	105	3453663 3455562 3459980 3559462 3575483 3621523 3581870 3443092 3484314 
013781	TH111	3557107	23	3454210 3455297 3462298 3462516 3462517 3462872 3482144 3577590 3461882 3461057 3461933 3458949 3578781 3460359 3576578 3668926 3797752 
013781	TH111	3557107	223	3454210 3455297 3462298 3462516 3462517 3462872 3482144 3577590 3461882 3461057 3461933 3458949 3578781 3460359 3576578 3668926 3797752 
